station_id,station_name,latitude,longitude,best_anchor,travel_time_minutes,transfers_count,assigned_population
::37.5663::126.9771,시청,37.5663105,126.977135,시청,4.0,0.0,0.0
::37.5702::126.9842,종각,37.5702032,126.9842395,시청,9.0933091181269,0.0,0.0
::37.5648::126.9771,시청,37.5647767,126.9771453,시청,9.131914933220807,0.0,0.0
::37.5572::126.9727,서울역,37.5572483,126.9726683,시청,9.659155139790652,0.0,73511.77119492745
::37.5639::126.9763,시청,37.5638828,126.9762818,시청,10.502835155692932,0.0,0.0
::37.5701::126.9821,종각,37.5701195,126.9821118,시청,11.184162406728179,0.0,71364.67212541885
3::37.5705::126.9933,종로3가,37.5704988,126.9933319,시청,11.258639481999758,0.0,0.0
::37.5548::126.9722,서울역,37.5548238,126.9722165,시청,11.980032542886256,0.0,0.0
::37.5659::126.9826,을지로입구,37.5659239,126.9826037,시청,12.31459176494071,0.0,0.0
::37.566::126.9826,을지로입구,37.5659777,126.982607,시청,12.389458685373551,0.0,0.0
::37.5631::126.974,시청,37.5630913,126.9739637,시청,13.283718065573,0.0,0.0
3::37.5703::126.9908,종로3가,37.5703357,126.9908321,시청,13.291096544468441,0.0,73006.15520426768
::37.5593::126.9637,충정로(경기대입구),37.5593252,126.963698,시청,13.40485296873094,0.0,0.0
::37.5539::126.9728,서울역,37.5538898,126.9728194,시청,13.438344235066394,0.0,0.0
::37.5594::126.9637,충정로,37.5593594,126.9636659,시청,13.464103386672814,0.0,0.0
::37.5415::126.9713,남영,37.5415349,126.9712559,시청,13.500357655246916,0.0,0.0
5::37.571::127.0031,종로5가,37.5710332,127.0030709,시청,13.52696355830177,0.0,0.0
3::37.572::126.9918,종로3가,37.572018,126.9918063,시청,13.957441899276871,0.0,0.0
3::37.572::126.9917,종로3가,37.5720185,126.9916922,시청,14.037990572851168,0.0,0.0
3::37.5663::126.9912,을지로3가,37.5663066,126.9911973,시청,14.403338534103696,0.0,0.0
::37.5531::126.9715,서울역,37.5530964,126.971532,시청,14.496696152625004,0.0,0.0
::37.5594::126.9622,충정로,37.5594482,126.9621729,시청,15.093933155074804,0.0,0.0
::37.5526::126.9724,서울역,37.552576,126.9724492,시청,15.114836573147107,0.0,153832.48764321508
::37.5595::126.9621,충정로,37.5594952,126.962116,시청,15.163894988660402,0.0,70680.17945389163
3::37.5725::126.9908,종로3가,37.5725275,126.9908072,시청,15.219315424022753,0.0,0.0
3::37.5726::126.9908,종로3가,37.5725772,126.9908002,시청,15.274141334485154,0.0,0.0
::37.5574::126.9561,아현,37.5574487,126.9561344,시청,15.387682558649493,0.0,0.0
::37.5587::126.9785,회현,37.5587396,126.9784798,시청,15.484871756956533,0.0,75572.26621980702
::37.5588::126.9784,회현(남대문시장),37.5587614,126.978436,시청,15.541856169506433,0.0,0.0
5::37.5709::127.0012,종로5가,37.5709298,127.0011763,시청,15.619114094598372,0.0,73612.73336656427
::37.572::127.0122,동대문,37.5720439,127.0121562,시청,15.703828331834393,0.0,0.0
::37.5396::126.9714,남영,37.5395691,126.9714083,시청,15.72604620376547,0.0,76614.63647664149
3::37.5664::126.9927,을지로3가,37.5663661,126.9926834,시청,15.82485199275984,0.0,0.0
3::37.5664::126.9926,을지로3가,37.5663629,126.9925882,시청,15.906483723403564,0.0,0.0
::37.5451::126.972,숙대입구,37.5451422,126.9719735,시청,15.909891061147382,0.0,0.0
::37.5451::126.9719,숙대입구,37.5451375,126.9719211,시청,15.968006494505069,0.0,0.0
::37.5769::126.9862,안국,37.5768752,126.986195,시청,15.999721324200708,0.0,191049.60885008317
::37.5768::126.9862,안국,37.5768286,126.9862272,시청,16.058132363091786,0.0,0.0
4::37.5666::126.998,을지로4가,37.5665958,126.9980036,시청,16.2134979403765,0.0,0.0
4::37.5667::126.998,을지로4가,37.5666655,126.9979998,시청,16.28753080263876,0.0,0.0
::37.5308::126.966,용산,37.5307567,126.966044,시청,16.515478282980236,0.0,0.0
4::37.5669::126.9981,을지로4가,37.566936,126.9981326,시청,16.690973031362223,0.0,0.0
::37.5439::126.9723,숙대입구역,37.5438552,126.9722637,시청,16.911321925368366,0.0,0.0
::37.5658::126.9667,서대문,37.5657783,126.96667,시청,17.269486563174038,0.0,68837.47304619744
::37.5534::126.9567,애오개,37.553447,126.9566713,시청,17.299666904538757,0.0,144808.94526439215
::37.5658::126.9666,서대문,37.5658085,126.9666095,시청,17.336301456762797,0.0,0.0
::37.5738::127.0181,동묘앞,37.5737548,127.01813,시청,17.441698750913382,0.0,0.0
::37.562::126.9935,충무로,37.561972,126.9935474,시청,17.447500309414423,0.0,0.0
::37.5609::126.9863,명동,37.5609174,126.9862899,시청,17.522717376584275,0.0,0.0
::37.5715::127.01,동대문,37.5715049,127.0099593,시청,17.739771982049056,0.0,0.0
::37.5567::126.9458,이대,37.5567403,126.9458406,시청,17.7449847653899,0.0,0.0
::37.5568::126.9458,이대,37.5567916,126.9458415,시청,17.80051990245099,0.0,124999.21257750358
::37.5606::126.9948,충무로,37.5606488,126.9948063,시청,17.829620968166218,0.0,0.0
::37.5716::126.9769,광화문,37.5716332,126.9769142,시청,18.137158358144926,0.0,0.0
::37.5297::126.9649,용산,37.5297373,126.9649245,시청,18.394394802054165,0.0,0.0
::37.5658::127.0081,동대문역사문화공원,37.5658484,127.0081378,시청,18.54656586868934,0.0,0.0
::37.5659::127.0082,동대문역사문화공원,37.5659047,127.0081762,시청,18.62737776978755,0.0,0.0
::37.5758::126.9736,경복궁,37.5757585,126.9735668,시청,18.725815189076137,0.0,117700.09812608702
::37.5344::126.973,삼각지,37.5344388,126.9729504,시청,18.765673064956317,0.0,0.0
::37.5345::126.9729,삼각지,37.5344579,126.9729031,시청,18.819188074194393,0.0,0.0
::37.5287::126.9634,용산,37.5287311,126.9633509,시청,18.94481372798799,0.0,73827.3221414793
::37.5642::127.0073,동대문역사문화공원,37.564204,127.0072575,시청,18.958131134996265,0.0,0.0
::37.5643::127.0073,동대문역사문화공원,37.5642629,127.00729,시청,18.9588278995477,0.0,0.0
::37.5708::127.0094,동대문,37.5707564,127.0093746,시청,18.96340647123495,0.0,73090.6345640419
::37.5611::126.9926,충무로,37.5610655,126.9926025,시청,19.081947235717834,0.0,154980.59669113823
::37.5286::126.9635,용산,37.5286044,126.9634558,시청,19.155487034218964,0.0,0.0
::37.5763::127.0255,신설동,37.5763336,127.0255121,시청,19.446338196845094,0.0,0.0
::37.5652::127.008,동대문역사문화공원,37.5652027,127.0080476,시청,19.449533118654863,0.0,0.0
::37.5292::126.9678,신용산,37.5291568,126.9678072,시청,19.468844883266648,0.0,0.0
::37.5652::127.0081,동대문역사문화공원,37.5651755,127.0080864,시청,19.483567022631657,0.0,0.0
::37.5731::127.0161,동묘앞,37.5731348,127.0161458,시청,19.50369741739206,0.0,0.0
::37.5291::126.9679,신용산,37.5291319,126.9678596,시청,19.532984951715978,0.0,74883.05098384948
::37.5616::126.9958,충무로,37.561605,126.9958089,시청,19.557826426308083,0.0,76809.26682272935
::37.5714::127.0158,동묘앞,37.571413,127.0158026,시청,19.815486927496618,0.0,71420.69571994324
::37.5734::127.0156,동묘앞,37.5733624,127.0155605,시청,19.877949856656535,0.0,0.0
::37.5551::126.9369,신촌(지하),37.5551312,126.9369069,시청,19.920130119220374,0.0,0.0
